env,algorithm,config,eval_tau,run,mc_mean,mc_stddev,mc_cvar,cvar_regret,optimal_action_hit,catastrophic_count
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=1.000000,tau=0.050000",0.050000000000000003,0,0.077431945800781249,0.11321442953963884,-0.0625,0,1,11
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=1.000000,tau=0.050000",0.050000000000000003,1,0.10236278295516968,0.11194761240036802,-0.0625,0.0078125,1,10
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=1.000000,tau=0.100000",0.10000000000000001,0,0.20194106101989745,0.2078737763423692,-0.053808879852294919,0,1,2
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=1.000000,tau=0.100000",0.10000000000000001,1,0.093397216796875002,0.12591341481094107,-0.0625,0.0078125,1,44
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=1.000000,tau=0.200000",0.20000000000000001,0,0.12450770854949951,0.12202114642254901,-0.045898520946502687,0.015624999999999991,0,17
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=1.000000,tau=0.200000",0.20000000000000001,1,0.09979084372520447,0.10665603572105439,-0.04447721838951111,0.0078124999999999957,1,9
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=1.000000,tau=0.250000",0.25,0,0.10832091331481934,0.12097583450755521,-0.048960762023925783,0.0046874999999999972,1,25
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=1.000000,tau=0.250000",0.25,1,0.11487112998962402,0.12934613552996535,-0.031591529846191409,0.0046874999999999972,1,4
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=2.000000,tau=0.050000",0.050000000000000003,0,0.15208614945411683,0.14717619138038235,-0.060402727127075194,0.0078125,1,3
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=2.000000,tau=0.050000",0.050000000000000003,1,0.14968946933746338,0.19935577333494331,-0.0625,0.015625,0,19
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=2.000000,tau=0.100000",0.10000000000000001,0,0.11802545547485352,0.11340581241870393,-0.054916429519653323,0.0078125,1,13
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=2.000000,tau=0.100000",0.10000000000000001,1,0.057736644744873049,0.041835282649917108,-0.037239694595336915,0.015625,0,3
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=2.000000,tau=0.200000",0.20000000000000001,0,0.15385616302490235,0.15152313356906716,-0.040724396705627441,0.015624999999999991,0,4
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=2.000000,tau=0.200000",0.20000000000000001,1,0.10244674563407898,0.12493824139884548,-0.039715760946273805,0.0078124999999999957,1,6
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=2.000000,tau=0.250000",0.25,0,0.15903461456298829,0.18159463715929608,-0.052705764770507812,0.0093749999999999944,1,25
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=2.000000,tau=0.250000",0.25,1,0.16975998163223266,0.17887686913990061,-0.045117769241333011,0.0046874999999999972,1,14
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=4.000000,tau=0.050000",0.050000000000000003,0,0.15989469528198241,0.17001704527891159,-0.0625,0,1,17
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=4.000000,tau=0.050000",0.050000000000000003,1,0.22568508863449097,0.31690532802107113,-0.0625,0.015625,0,17
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=4.000000,tau=0.100000",0.10000000000000001,0,0.076690657138824461,0.082797939711707444,-0.051146888732910158,0.0078125,1,1
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=4.000000,tau=0.100000",0.10000000000000001,1,0.11267177104949951,0.11124643865578464,-0.046552228927612307,0.015625,0,7
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=4.000000,tau=0.200000",0.20000000000000001,0,0.17228708863258363,0.27307566164228431,-0.045679116249084474,0.0078124999999999957,1,7
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=4.000000,tau=0.200000",0.20000000000000001,1,0.17747644424438477,0.1580667915971071,-0.037457180023193357,0.015624999999999991,0,4
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=4.000000,tau=0.250000",0.25,0,0.16518030166625977,0.17098182942029283,-0.048321247100830078,0.0093749999999999944,1,20
bettinggame,CATSO,"atoms=51,optimism=8.000000,p=4.000000,tau=0.250000",0.25,1,0.1087887692451477,0.13192155708274583,-0.038870224952697756,0.0046874999999999972,1,10
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=1.000000,tau=0.050000",0.050000000000000003,0,0.094903669357299811,0.10242600838560548,-0.060552597045898438,0,1,6
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=1.000000,tau=0.050000",0.050000000000000003,1,0.13888705015182495,0.16263661666050233,-0.0625,0.0078125,1,14
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=1.000000,tau=0.100000",0.10000000000000001,0,0.097939214706420905,0.10262832835433046,-0.060439038276672366,0.0078125,1,13
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=1.000000,tau=0.100000",0.10000000000000001,1,0.10260340690612793,0.10945027351104757,-0.052973079681396487,0.0078125,1,4
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=1.000000,tau=0.200000",0.20000000000000001,0,0.089975860118865963,0.1045648694485483,-0.037543642520904544,0.0078124999999999957,1,2
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=1.000000,tau=0.200000",0.20000000000000001,1,0.10696533203125,0.083737736848178368,-0.021502590179443358,0.015624999999999991,0,6
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=1.000000,tau=0.250000",0.25,0,0.13787075519561767,0.14961817650297593,-0.025195808410644532,0.0046874999999999972,1,8
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=1.000000,tau=0.250000",0.25,1,0.11252563476562499,0.1298363771644013,-0.053623046874999997,0,1,25
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=2.000000,tau=0.050000",0.050000000000000003,0,0.097646665573120114,0.075549430435692927,-0.061710357666015625,0.015625,0,8
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=2.000000,tau=0.050000",0.050000000000000003,1,0.10071844100952149,0.089165996989095567,-0.0625,0,1,14
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=2.000000,tau=0.100000",0.10000000000000001,0,0.14274260401725769,0.15129765294159991,-0.060333526134490965,0.0078125,1,12
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=2.000000,tau=0.100000",0.10000000000000001,1,0.074629640579223638,0.076560249943926434,-0.057362556457519531,0.015625,0,11
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=2.000000,tau=0.200000",0.20000000000000001,0,0.11651752471923828,0.13306920932966149,-0.040031528472900389,0,1,6
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=2.000000,tau=0.200000",0.20000000000000001,1,0.16728034257888794,0.22457923284834624,-0.061724054813385013,0.0078124999999999957,1,36
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=2.000000,tau=0.250000",0.25,0,0.12338579177856446,0.11261234745936764,-0.016943702697753905,0.0046874999999999972,1,11
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=2.000000,tau=0.250000",0.25,1,0.1595008897781372,0.14044434128880198,-0.026808576583862306,0.0046874999999999972,1,3
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=4.000000,tau=0.050000",0.050000000000000003,0,0.093484584093093875,0.10057724860857002,-0.062345504760742188,0.0078125,1,9
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=4.000000,tau=0.050000",0.050000000000000003,1,0.095543699264526369,0.091947091871154518,-0.053444862365722656,0.0078125,1,1
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=4.000000,tau=0.100000",0.10000000000000001,0,0.10501983642578125,0.12290470671493448,-0.062129211425781247,0,1,19
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=4.000000,tau=0.100000",0.10000000000000001,1,0.12683101177215575,0.11580633709117839,-0.0625,0.0078125,1,21
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=4.000000,tau=0.200000",0.20000000000000001,0,0.15481172561645506,0.17583725007786172,-0.055866146087646486,0,1,29
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=4.000000,tau=0.200000",0.20000000000000001,1,0.11311769366264343,0.13202918856920792,-0.0625,0.0078124999999999957,1,45
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=4.000000,tau=0.250000",0.25,0,0.23629862785339356,0.26164008629265978,-0.052048110961914064,0.0046874999999999972,1,27
bettinggame,CATSO,"atoms=100,optimism=2.000000,p=4.000000,tau=0.250000",0.25,1,0.16419305324554442,0.16543982137732066,-0.05176914691925049,0.0046874999999999972,1,20
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=1.000000,tau=0.050000",0.050000000000000003,0,0.083590601682662968,0.093710738001579252,-0.0625,0.0078125,1,24
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=1.000000,tau=0.050000",0.050000000000000003,1,0.15757385015487671,0.24023087823182165,-0.0625,0.023437500000000003,0,19
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=1.000000,tau=0.100000",0.10000000000000001,0,0.10708230972290039,0.13004588379337939,-0.058977127075195312,0.015625,0,11
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=1.000000,tau=0.100000",0.10000000000000001,1,0.15361424446105956,0.15321975512054237,-0.0625,0.0078125,1,22
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=1.000000,tau=0.200000",0.20000000000000001,0,0.10037586331367493,0.086756664430146749,-0.022614955902099609,0.0078124999999999957,1,4
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=1.000000,tau=0.200000",0.20000000000000001,1,0.1293695878982544,0.14457092479818473,-0.023985838890075682,0.0078124999999999957,1,2
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=1.000000,tau=0.250000",0.25,0,0.079352569580078122,0.089842937197721573,-0.047072143554687501,0,1,3
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=1.000000,tau=0.250000",0.25,1,0.14609863281249999,0.17150702604892823,-0.053007812500000001,0,1,38
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=2.000000,tau=0.050000",0.050000000000000003,0,0.089033029079437262,0.10058547691738393,-0.0625,0.015625,0,12
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=2.000000,tau=0.050000",0.050000000000000003,1,0.092331542968749999,0.12318533603291407,-0.0625,0,1,20
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=2.000000,tau=0.100000",0.10000000000000001,0,0.088155343532562255,0.0799115227683906,-0.054460811614990237,0.015625,0,5
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=2.000000,tau=0.100000",0.10000000000000001,1,0.15051301479339599,0.15090674868326953,-0.0625,0.015625,0,25
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=2.000000,tau=0.200000",0.20000000000000001,0,0.11398419380187988,0.11051614461080295,-0.025433778762817383,0.015624999999999991,0,1
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=2.000000,tau=0.200000",0.20000000000000001,1,0.2875390625,0.3624459960985108,-0.0625,0,1,83
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=2.000000,tau=0.250000",0.25,0,0.16877801418304444,0.1605656571295328,-0.041313266754150389,0.0046874999999999972,1,28
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=2.000000,tau=0.250000",0.25,1,0.12745171546936035,0.11608797249220526,-0.022349205017089844,0,1,4
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=4.000000,tau=0.050000",0.050000000000000003,0,0.15375409007072449,0.18019087956068058,-0.0625,0.0078125,1,29
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=4.000000,tau=0.050000",0.050000000000000003,1,0.12537442326545714,0.16135172333198425,-0.0625,0.0078125,1,13
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=4.000000,tau=0.100000",0.10000000000000001,0,0.14083689689636231,0.18905856553558861,-0.0625,0.0078125,1,30
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=4.000000,tau=0.100000",0.10000000000000001,1,0.092724694013595579,0.077918619133407516,-0.052287149429321292,0.0078125,1,8
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=4.000000,tau=0.200000",0.20000000000000001,0,0.093225936889648434,0.10616906586521449,-0.04933929443359375,0,1,2
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=4.000000,tau=0.200000",0.20000000000000001,1,0.096677179336547847,0.11503011008371171,-0.038956260681152342,0,1,6
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=4.000000,tau=0.250000",0.25,0,0.17641110420227052,0.14611415772723671,-0.0088982582092285156,0.0093749999999999944,1,3
bettinggame,CATSO,"atoms=100,optimism=4.000000,p=4.000000,tau=0.250000",0.25,1,0.10147957801818848,0.096033512113268452,-0.016534652709960938,0,1,5
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=1.000000,tau=0.050000",0.050000000000000003,0,0.07559820175170899,0.066208450364417817,-0.049707031249999999,0,1,1
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=1.000000,tau=0.050000",0.050000000000000003,1,0.081568917036056524,0.092392179289303308,-0.0625,0.0078125,1,10
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=1.000000,tau=0.100000",0.10000000000000001,0,0.049212760925292968,0.054643961780723546,-0.025422286987304688,0.015625,0,3
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=1.000000,tau=0.100000",0.10000000000000001,1,0.10187583923339844,0.12944017491080784,-0.0625,0,1,26
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=1.000000,tau=0.200000",0.20000000000000001,0,0.15604019165039062,0.17545246425331126,-0.0625,0,1,55
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=1.000000,tau=0.200000",0.20000000000000001,1,0.086630439758300787,0.083432854982468704,-0.018027877807617186,0,1,6
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=1.000000,tau=0.250000",0.25,0,0.17219908714294432,0.20025318302967521,-0.056037807464599611,0.0093749999999999944,1,40
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=1.000000,tau=0.250000",0.25,1,0.1269024682044983,0.13709851463759182,-0.03675273895263672,0.0093749999999999944,1,5
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=2.000000,tau=0.050000",0.050000000000000003,0,0.18622537612915038,0.23420996133621677,-0.0625,0,1,20
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=2.000000,tau=0.050000",0.050000000000000003,1,0.078131675720214844,0.076626080593640594,-0.06021881103515625,0.015625,0,5
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=2.000000,tau=0.100000",0.10000000000000001,0,0.14498039603233337,0.15896285011460715,-0.062422752380371094,0.0078125,1,19
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=2.000000,tau=0.100000",0.10000000000000001,1,0.13043898582458496,0.1655645321558544,-0.0625,0,1,25
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=2.000000,tau=0.200000",0.20000000000000001,0,0.084604768753051757,0.077034478906170101,-0.026078033447265624,0,1,1
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=2.000000,tau=0.200000",0.20000000000000001,1,0.14488958597183227,0.12423194638297178,-0.021340370178222656,0.0078124999999999957,1,7
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=2.000000,tau=0.250000",0.25,0,0.07849509239196778,0.079945041501467196,-0.030313186645507813,0.0046874999999999972,1,6
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=2.000000,tau=0.250000",0.25,1,0.1183342981338501,0.13065667728595579,-0.041837692260742188,0.0093749999999999944,1,20
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=4.000000,tau=0.050000",0.050000000000000003,0,0.10106974720954895,0.11665135132232979,-0.0625,0.023437500000000003,0,10
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=4.000000,tau=0.050000",0.050000000000000003,1,0.13450464248657226,0.17487115989501043,-0.0625,0,1,29
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=4.000000,tau=0.100000",0.10000000000000001,0,0.13798690795898438,0.15358142581458337,-0.0625,0,1,50
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=4.000000,tau=0.100000",0.10000000000000001,1,0.12282876968383789,0.14036322731000458,-0.0625,0.0078125,1,37
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=4.000000,tau=0.200000",0.20000000000000001,0,0.2364716911315918,0.29164393018788654,-0.061697590351104739,0.0078124999999999957,1,35
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=4.000000,tau=0.200000",0.20000000000000001,1,0.12254528045654296,0.13436302123923519,-0.042593717575073242,0.015624999999999991,0,2
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=4.000000,tau=0.250000",0.25,0,0.16312087535858155,0.2070850646629589,-0.044252357482910155,0.0046874999999999972,1,6
bettinggame,CATSO,"atoms=100,optimism=8.000000,p=4.000000,tau=0.250000",0.25,1,0.16502525329589843,0.18009599846571378,-0.043453140258789061,0,1,4
bettinggame,PATSO,"particles=32,optimism=2.000000,p=1.000000,tau=0.050000",0.050000000000000003,0,0.15629071712493897,0.17703706515861947,-0.0625,0.015625,0,43
bettinggame,PATSO,"particles=32,optimism=2.000000,p=1.000000,tau=0.050000",0.050000000000000003,1,0.17131179809570313,0.22220764955525732,-0.0625,0,1,37
bettinggame,PATSO,"particles=32,optimism=2.000000,p=1.000000,tau=0.100000",0.10000000000000001,0,0.18896511077880859,0.23778933212896272,-0.0625,0,1,62
bettinggame,PATSO,"particles=32,optimism=2.000000,p=1.000000,tau=0.100000",0.10000000000000001,1,0.2655106782913208,0.37258596062942884,-0.0625,0.015625,0,20
bettinggame,PATSO,"particles=32,optimism=2.000000,p=1.000000,tau=0.200000",0.20000000000000001,0,0.15873325347900391,0.21611279290389246,-0.04754772186279297,0,1,17
bettinggame,PATSO,"particles=32,optimism=2.000000,p=1.000000,tau=0.200000",0.20000000000000001,1,0.22094349861145018,0.26756036731337673,-0.061764860153198244,0,1,36
bettinggame,PATSO,"particles=32,optimism=2.000000,p=1.000000,tau=0.250000",0.25,0,0.27342226028442385,0.3206903610949422,-0.05729347229003906,0.0046874999999999972,1,39
bettinggame,PATSO,"particles=32,optimism=2.000000,p=1.000000,tau=0.250000",0.25,1,0.25533337593078614,0.28649168154775101,-0.045767211914062501,0.014062499999999992,0,16
bettinggame,PATSO,"particles=32,optimism=2.000000,p=2.000000,tau=0.050000",0.050000000000000003,0,0.234361515045166,0.26038381825886014,-0.0625,0.03125,0,36
bettinggame,PATSO,"particles=32,optimism=2.000000,p=2.000000,tau=0.050000",0.050000000000000003,1,0.22610029220581054,0.26408916147854705,-0.0625,0.015625,0,16
bettinggame,PATSO,"particles=32,optimism=2.000000,p=2.000000,tau=0.100000",0.10000000000000001,0,0.25953102111816406,0.29517553209724745,-0.0625,0.015625,0,40
bettinggame,PATSO,"particles=32,optimism=2.000000,p=2.000000,tau=0.100000",0.10000000000000001,1,0.16634011268615723,0.22050333733950003,-0.0625,0,1,48
bettinggame,PATSO,"particles=32,optimism=2.000000,p=2.000000,tau=0.200000",0.20000000000000001,0,0.24914391517639159,0.27058896424941581,-0.0625,0,1,41
bettinggame,PATSO,"particles=32,optimism=2.000000,p=2.000000,tau=0.200000",0.20000000000000001,1,0.25342732906341553,0.31410132728409129,-0.061480921506881711,0.023437499999999986,0,37
bettinggame,PATSO,"particles=32,optimism=2.000000,p=2.000000,tau=0.250000",0.25,0,0.32176554322242734,0.40476473254884782,-0.056220841407775876,0.0046874999999999972,1,29
bettinggame,PATSO,"particles=32,optimism=2.000000,p=2.000000,tau=0.250000",0.25,1,0.29758411407470703,0.39214674028952501,-0.059925079345703125,0,1,33
bettinggame,PATSO,"particles=32,optimism=2.000000,p=4.000000,tau=0.050000",0.050000000000000003,0,0.33903637409210208,0.40272129697921655,-0.062478637695312499,0.03125,0,9
bettinggame,PATSO,"particles=32,optimism=2.000000,p=4.000000,tau=0.050000",0.050000000000000003,1,0.20981637954711915,0.26679031546742088,-0.0625,0,1,69
bettinggame,PATSO,"particles=32,optimism=2.000000,p=4.000000,tau=0.100000",0.10000000000000001,0,0.113956298828125,0.12413556388577741,-0.052355957031249997,0,1,6
bettinggame,PATSO,"particles=32,optimism=2.000000,p=4.000000,tau=0.100000",0.10000000000000001,1,0.17188137054443359,0.19508293065292767,-0.0625,0,1,43
bettinggame,PATSO,"particles=32,optimism=2.000000,p=4.000000,tau=0.200000",0.20000000000000001,0,0.24977388381958007,0.30717385396666974,-0.0625,0.015624999999999991,0,61
bettinggame,PATSO,"particles=32,optimism=2.000000,p=4.000000,tau=0.200000",0.20000000000000001,1,0.2810360527038574,0.37717060003506153,-0.0625,0.0078124999999999957,1,41
bettinggame,PATSO,"particles=32,optimism=2.000000,p=4.000000,tau=0.250000",0.25,0,0.25402207136154176,0.29774040090499865,-0.038370609283447266,0.0093749999999999944,1,14
bettinggame,PATSO,"particles=32,optimism=2.000000,p=4.000000,tau=0.250000",0.25,1,0.17702087640762329,0.22605324325110684,-0.05745222568511963,0.0046874999999999972,1,33
bettinggame,PATSO,"particles=32,optimism=4.000000,p=1.000000,tau=0.050000",0.050000000000000003,0,0.19540956497192383,0.25185672339343729,-0.06221771240234375,0,1,7
bettinggame,PATSO,"particles=32,optimism=4.000000,p=1.000000,tau=0.050000",0.050000000000000003,1,0.13405164003372191,0.14516000788289418,-0.061465454101562497,0.015625,0,7
bettinggame,PATSO,"particles=32,optimism=4.000000,p=1.000000,tau=0.100000",0.10000000000000001,0,0.20103005647659303,0.25549903698750664,-0.0625,0.0078125,1,24
bettinggame,PATSO,"particles=32,optimism=4.000000,p=1.000000,tau=0.100000",0.10000000000000001,1,0.1934897232055664,0.18924237749559272,-0.061726379394531253,0.015625,0,16
bettinggame,PATSO,"particles=32,optimism=4.000000,p=1.000000,tau=0.200000",0.20000000000000001,0,0.2759634780883789,0.3095353142319916,-0.058442306518554685,0.031249999999999983,0,28
bettinggame,PATSO,"particles=32,optimism=4.000000,p=1.000000,tau=0.200000",0.20000000000000001,1,0.26749664306640625,0.43223306796741684,-0.061397552490234375,0,1,34
bettinggame,PATSO,"particles=32,optimism=4.000000,p=1.000000,tau=0.250000",0.25,0,0.23625079870224,0.30073564204498732,-0.056221389770507814,0.0093749999999999944,1,28
bettinggame,PATSO,"particles=32,optimism=4.000000,p=1.000000,tau=0.250000",0.25,1,0.18252258300781249,0.23269079488945299,-0.052851467132568358,0.0046874999999999972,1,25
bettinggame,PATSO,"particles=32,optimism=4.000000,p=2.000000,tau=0.050000",0.050000000000000003,0,0.23527366638183594,0.28606914650617649,-0.0625,0,1,36
bettinggame,PATSO,"particles=32,optimism=4.000000,p=2.000000,tau=0.050000",0.050000000000000003,1,0.34630674362182617,0.39970848343692184,-0.0625,0.0078125,1,10
bettinggame,PATSO,"particles=32,optimism=4.000000,p=2.000000,tau=0.100000",0.10000000000000001,0,0.22935844779014589,0.28505175471409117,-0.0625,0.0078125,1,43
bettinggame,PATSO,"particles=32,optimism=4.000000,p=2.000000,tau=0.100000",0.10000000000000001,1,0.20242229700088502,0.26130043701919864,-0.057224130630493163,0.023437500000000003,0,7
bettinggame,PATSO,"particles=32,optimism=4.000000,p=2.000000,tau=0.200000",0.20000000000000001,0,0.2434965991973877,0.28602985012943682,-0.045892095565795897,0.015624999999999991,0,8
bettinggame,PATSO,"particles=32,optimism=4.000000,p=2.000000,tau=0.200000",0.20000000000000001,1,0.36637734413146972,0.42195691874606733,-0.043962001800537109,0.015624999999999991,0,6
bettinggame,PATSO,"particles=32,optimism=4.000000,p=2.000000,tau=0.250000",0.25,0,0.32793279170989992,0.42160536900190798,-0.059319829940795897,0.014062499999999992,0,37
bettinggame,PATSO,"particles=32,optimism=4.000000,p=2.000000,tau=0.250000",0.25,1,0.23063965797424316,0.33796924822587565,-0.0625,0.0046874999999999972,1,53
bettinggame,PATSO,"particles=32,optimism=4.000000,p=4.000000,tau=0.050000",0.050000000000000003,0,0.26435271978378294,0.3799228879324475,-0.0625,0.015625,0,32
bettinggame,PATSO,"particles=32,optimism=4.000000,p=4.000000,tau=0.050000",0.050000000000000003,1,0.1881023120880127,0.25941907947011428,-0.0625,0.015625,0,30
bettinggame,PATSO,"particles=32,optimism=4.000000,p=4.000000,tau=0.100000",0.10000000000000001,0,0.15982261180877685,0.18225265845814556,-0.062001001834869382,0.0078125,1,18
bettinggame,PATSO,"particles=32,optimism=4.000000,p=4.000000,tau=0.100000",0.10000000000000001,1,0.20178323745727539,0.19345403881078652,-0.05787029266357422,0.015625,0,11
bettinggame,PATSO,"particles=32,optimism=4.000000,p=4.000000,tau=0.200000",0.20000000000000001,0,0.24705083370208741,0.26699608582296125,-0.0625,0.031249999999999983,0,45
bettinggame,PATSO,"particles=32,optimism=4.000000,p=4.000000,tau=0.200000",0.20000000000000001,1,0.13405738830566405,0.17084338875017749,-0.056733322143554685,0,1,30
bettinggame,PATSO,"particles=32,optimism=4.000000,p=4.000000,tau=0.250000",0.25,0,0.22321199417114257,0.31854536345676027,-0.048168964385986328,0.0046874999999999972,1,9
bettinggame,PATSO,"particles=32,optimism=4.000000,p=4.000000,tau=0.250000",0.25,1,0.26384147644042971,0.35787840109183483,-0.055174865722656251,0,1,18
bettinggame,PATSO,"particles=32,optimism=8.000000,p=1.000000,tau=0.050000",0.050000000000000003,0,0.27458730697631833,0.36787487539685099,-0.0625,0.023437500000000003,0,57
bettinggame,PATSO,"particles=32,optimism=8.000000,p=1.000000,tau=0.050000",0.050000000000000003,1,0.24917663574218751,0.31235736150170479,-0.0625,0.0078125,1,11
bettinggame,PATSO,"particles=32,optimism=8.000000,p=1.000000,tau=0.100000",0.10000000000000001,0,0.26032701015472415,0.38637138788055803,-0.0625,0.015625,0,33
bettinggame,PATSO,"particles=32,optimism=8.000000,p=1.000000,tau=0.100000",0.10000000000000001,1,0.24274440765380859,0.30717417593875862,-0.0625,0.0078125,1,43
bettinggame,PATSO,"particles=32,optimism=8.000000,p=1.000000,tau=0.200000",0.20000000000000001,0,0.23703366994857789,0.34578655709543066,-0.0625,0.0078124999999999957,1,41
bettinggame,PATSO,"particles=32,optimism=8.000000,p=1.000000,tau=0.200000",0.20000000000000001,1,0.32751281738281252,0.43885187343492899,-0.0625,0,1,88
bettinggame,PATSO,"particles=32,optimism=8.000000,p=1.000000,tau=0.250000",0.25,0,0.29146369695663454,0.39733070118992797,-0.044284248352050783,0.0093749999999999944,1,4
bettinggame,PATSO,"particles=32,optimism=8.000000,p=1.000000,tau=0.250000",0.25,1,0.32158184051513672,0.42466179738435494,-0.0625,0.0093749999999999944,1,60
bettinggame,PATSO,"particles=32,optimism=8.000000,p=2.000000,tau=0.050000",0.050000000000000003,0,0.13867370605468751,0.17025904292316107,-0.0625,0,1,23
bettinggame,PATSO,"particles=32,optimism=8.000000,p=2.000000,tau=0.050000",0.050000000000000003,1,0.15924163818359374,0.19211547920329033,-0.0625,0,1,32
bettinggame,PATSO,"particles=32,optimism=8.000000,p=2.000000,tau=0.100000",0.10000000000000001,0,0.23677865743637086,0.30655395328822466,-0.0625,0.0078125,1,27
bettinggame,PATSO,"particles=32,optimism=8.000000,p=2.000000,tau=0.100000",0.10000000000000001,1,0.17541609287261964,0.21517001689401929,-0.0625,0.0078125,1,33
bettinggame,PATSO,"particles=32,optimism=8.000000,p=2.000000,tau=0.200000",0.20000000000000001,0,0.21533574581146239,0.28875921302613267,-0.0625,0.015624999999999991,0,72
bettinggame,PATSO,"particles=32,optimism=8.000000,p=2.000000,tau=0.200000",0.20000000000000001,1,0.28083013534545898,0.37243741491056714,-0.039703369140625,0.015624999999999991,0,5
